time	od-sensors-2.od-680	od-sensors-4.od-680	od-sensors-6.od-680	od-sensors-8.od-680	pumps-20057.pump-2-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-8-consumption
157.4525			0.36291					
157.466667	0.40993	0.43778		0.36899				
157.469167			0.36224					
157.483333	0.40955	0.43778		0.37205				
157.485833			0.36392					
157.5	0.40955	0.43818		0.37171				
157.5025			0.36459					
157.516667	0.4103	0.43897		0.3724				
157.519167			0.36459					
157.533333	0.41442	0.43818		0.37652				
157.535833			0.36425					
157.55	0.41631	0.44176		0.37617				
157.5525			0.36459					
157.554167						282.0833		
157.555556						282.5		
157.566667	0.41821	0.44016		0.37894				
157.569167			0.36527					
157.570833						282.5		
157.572222						282.9167		
157.583333	0.41631	0.43937		0.37859				
157.585833			0.36493					
157.5875						282.9167		
157.588889						283.3333		
157.6	0.41821	0.43937		0.37617				
157.6025			0.36594					
157.604167						283.3333		
157.605556						283.75		
157.616667	0.41745	0.43857		0.37548				
157.619167			0.36527					
157.620833						283.75		
157.622222						284.1667		
157.633333	0.42011	0.43463		0.37652				
157.635833			0.36628					
157.6375						284.1667		
157.638889						284.5833		
157.65	0.42164	0.43384		0.37721				
157.6525			0.36527					
157.654167						284.5833		
157.655556						285		
157.666667	0.42087	0.43267		0.37721				
157.669167			0.3673					
157.670833						285		
157.672222						285.4167		
157.683333	0.41859	0.42955		0.37859				
157.685833			0.36662					
157.6875						285.4167		
157.688889						285.8333		
157.7	0.41859	0.42994		0.37755				
157.7025			0.36764					
157.704167						285.8333		
157.705556						286.25		
157.716667	0.41669	0.42761		0.37755				
157.719167			0.36662					
157.720833						286.25		
157.722222						286.6667		
157.733333	0.42049	0.42607		0.37514				
157.735833			0.36764					
157.7375						286.6667		
157.738889						287.0833		
157.75	0.41973	0.42338		0.37686				
157.7525			0.36594					
157.754167						287.0833		
157.755556						287.5		
157.766667	0.42011	0.42185		0.37652				
157.769167			0.36798					
157.770833						287.5		
157.772222						287.9167		
157.783333	0.42011	0.42032		0.37824				
157.785833			0.3673					
157.7875						287.9167		
157.788889						288.3333		
157.8	0.42164	0.41994		0.37998				
157.8025			0.36866					
157.804167						288.3333		
157.805556						288.75		
157.816667	0.42241	0.41956		0.37998				
157.819167			0.36832					
157.820833						288.75		
157.822222						289.1667		
157.833333	0.42317	0.4188		0.38207				
157.835833			0.36866					
157.8375						289.1667		
157.838889						289.5833		
157.85	0.4251	0.41767		0.38207				
157.8525			0.369					
157.854167						289.5833		
157.855556						290		
157.866667	0.42587	0.41691		0.38068				
157.869167			0.37036					
157.870833						290		
157.872222						290.4167		
157.883333	0.42549	0.41278		0.38277				
157.885833			0.369					
157.8875						290.4167		
157.888889						290.8333		
157.9	0.42549	0.41278		0.38207				
157.9025			0.36934					
157.904167						290.8333		
157.905556						291.25		
157.916667	0.42665	0.40943		0.38347				
157.919167			0.37036					
157.920833						291.25		
157.922222						291.6667		
157.933333	0.42433	0.40795		0.38172				
157.935833			0.36968					
157.9375						291.6667		
157.938889						292.0833		
157.95	0.42394	0.40648		0.38102				
157.9525			0.36934					
157.954167						292.0833		
157.955556						292.5		
157.966667	0.42356	0.405		0.38347				
157.969167			0.37139					
157.970833						292.5		
157.972222						292.9167		
157.983333	0.42394	0.40281		0.38277				
157.985833			0.37139					
157.9875						292.9167		
157.988889						293.3333		
158	0.42471	0.40208		0.38172				
158.0025			0.37173					
158.004167						293.3333		
158.005556						293.75		
158.016667	0.42317	0.39953		0.38523				
158.019167			0.37105					
158.020833						293.75		
158.022222						294.1667		
158.033333	0.42394	0.39953		0.38102				
158.035833			0.37139					
158.0375						294.1667		
158.038889						294.5833		
158.05	0.42471	0.39664		0.38487				
158.0525			0.37105					
158.054167						294.5833		
158.055556						295		
158.066667	0.4251	0.39736		0.38417				
158.069167			0.37139					
158.070833						295		
158.072222						295.4167		
158.083333	0.4251	0.39556		0.38382				
158.085833			0.37207					
158.0875						295.4167		
158.088889						295.8333		
158.1	0.42742	0.39556		0.38487				
158.1025			0.37173					
158.104167						295.8333		
158.105556						296.25		
158.116667	0.42665	0.39449		0.38452				
158.119167			0.37242					
158.120833						296.25		
158.122222						296.6667		
158.133333	0.42703	0.39341		0.38523				
158.135833			0.37379					
158.1375						296.6667		
158.138889						297.0833		
158.15	0.42703	0.39199		0.38347				
158.1525			0.37345					
158.154167						297.0833		
158.155556						297.5		
158.166667	0.42976	0.3895		0.38593				
158.169167			0.37379					
158.170833						297.5		
158.172222						297.9167		
158.183333	0.43054	0.38738		0.38593				
158.185833			0.37207					
158.1875						297.9167		
158.188889						298.3333		
158.2	0.4282	0.38527		0.38664				
158.2025			0.37173					
158.204167						298.3333		
158.205556						298.75		
158.216667	0.42937	0.38562		0.38593				
158.219167			0.37242					
158.220833						298.75		
158.222222						299.1667		
158.233333	0.42742	0.38387		0.38593				
158.235833			0.37139					
158.2375						299.1667		
158.238889						299.5833		
158.25	0.4282	0.38038		0.38628				
158.2525			0.37242					
158.254167						299.5833		
158.255556						300		
158.266667	0.42859	0.38004		0.38242				
158.269167			0.37345					
158.270833						300		
158.272222						300.4167		
158.283333	0.42433	0.37693		0.38558				
158.285833			0.37173					
158.2875						300.4167		
158.288889						300.8333		
158.3	0.42703	0.37624		0.38523				
158.3025			0.37276					
158.304167						300.8333		
158.305556						301.25		
158.316667	0.42742	0.37521		0.38277				
158.319167			0.37173					
158.320833						301.25		
158.322222						301.6667		
158.333333	0.42859	0.37556		0.38523				
158.335833			0.37448					
158.3375						301.6667		
158.338889						302.0833		
158.35	0.42898	0.37453		0.38523				
158.3525			0.37448					
158.354167						302.0833		
158.355556						302.5		
158.366667	0.4282	0.37453		0.38417				
158.369167			0.37207					
158.370833						302.5		
158.372222						302.9167		
158.383333	0.43015	0.37044		0.38628				
158.385833			0.37414					
158.3875						302.9167		
158.388889						303.3333		
158.4	0.43171	0.3701		0.38628				
158.4025			0.37242					
158.404167						303.3333		
158.405556						303.75		
158.416667	0.43328	0.3701		0.38876				
158.419167			0.37448					
158.420833						303.75		
158.422222						304.1667		
158.433333	0.43171	0.3674		0.38734				
158.435833			0.3731					
158.4375						304.1667		
158.438889						304.5833		
158.45	0.43171	0.36572		0.38593				
158.4525			0.37345					
158.454167						304.5833		
158.455556						305		
158.466667	0.43132	0.36371		0.38558				
158.469167			0.37621					
158.470833						305		
158.472222						305.4167		
158.483333	0.4321	0.36338		0.38734				
158.485833			0.37656					
158.4875						305.4167		
158.488889						305.8333		
158.5	0.43132	0.36371		0.38876				
158.5025			0.3769					
158.504167						305.8333		
158.505556						306.25		
158.516667	0.4321	0.36338		0.38876				
158.519167			0.37448					
158.520833						306.25		
158.522222						306.6667		
158.533333	0.43171	0.36072		0.38664				
158.535833			0.37586					
158.5375						306.6667		
158.538889						307.0833		
158.55	0.4325	0.35939		0.38841				
158.5525			0.37552					
158.554167						307.0833		
158.555556						307.5		
158.566667	0.4325	0.35643		0.3877				
158.569167			0.3769					
158.583333	0.42937	0.35807		0.38912				
158.585833			0.37725					
158.6	0.43132	0.35512		0.38947				
158.6025			0.37586					
158.616667	0.43368	0.3561		0.38876				
158.619167			0.37483					
158.633333	0.43093	0.35906		0.3877				
158.635833			0.37725					
158.65	0.43093	0.35807		0.38805				
158.6525			0.37725					
158.666667	0.43565	0.35939		0.38805				
158.669167			0.37899					
158.683333	0.43171	0.35676		0.38983				
158.685833			0.37829					
158.7	0.43289	0.3584		0.39018				
158.7025			0.37864					
158.716667	0.43368	0.3561		0.39018				
158.719167			0.3776					
158.733333	0.43486	0.35906		0.38841				
158.735833			0.37969					
158.75	0.43644	0.35742		0.39161				
158.7525			0.37795					
158.766667	0.43644	0.35972		0.39054				
158.769167			0.37969					
158.783333	0.43486	0.35709		0.39125				
158.785833			0.37864					
158.8	0.43644	0.35643		0.3934				
158.8025			0.37829					
158.816667	0.43605	0.35807		0.3934				
158.819167			0.37899					
158.833333	0.43565	0.35774		0.39376				
158.835833			0.38039					
158.85	0.43684	0.35906		0.39232				
158.8525			0.38004					
158.866667	0.43605	0.35873		0.39018				
158.869167			0.38144					
158.883333	0.43605	0.35939		0.3934				
158.885833			0.38039					
158.9	0.43605	0.35972		0.39268				
158.9025			0.38214					
158.916667	0.43446	0.35906		0.39054				
158.919167			0.38074					
158.933333	0.43525	0.35577		0.38841				
158.935833			0.38214					
158.95	0.43289	0.35774		0.38912				
158.9525			0.38004					
158.966667	0.42937	0.35676		0.38983				
158.969167			0.38039					
158.983333	0.4321	0.35709		0.3877				
158.985833			0.38144					
159	0.43132	0.35709		0.38876				
159.0025			0.38074					
159.016667	0.42976	0.35807		0.38699				
159.019167			0.38179					
159.033333	0.4282	0.35774		0.38593				
159.035833			0.38109					
159.05	0.42898	0.35807		0.3877				
159.0525			0.38074					
159.066667	0.42703	0.3561		0.38734				
159.069167			0.38039					
159.083333	0.42471	0.35774		0.38947				
159.085833			0.38249					
159.1	0.42898	0.35709		0.38699				
159.1025			0.38249					
159.116667	0.42898	0.35774		0.38699				
159.119167			0.38249					
159.133333	0.43015	0.35676		0.38912				
159.135833			0.38214					
159.15	0.42859	0.35873		0.38805				
159.1525			0.38214					
159.166667	0.4282	0.35873		0.38983				
159.169167			0.38319					
159.183333	0.43015	0.35774		0.3877				
159.185833			0.38284					
159.2	0.42859	0.3584		0.38699				
159.2025			0.38249					
159.216667	0.42742	0.35873		0.38912				
159.219167			0.38354					
159.233333	0.4282	0.36006		0.38983				
159.235833			0.3839					
159.25	0.43093	0.35939		0.38947				
159.2525			0.38425					
159.266667	0.43132	0.3584		0.38983				
159.269167			0.3846					
159.283333	0.4325	0.36006		0.38699				
159.285833			0.38214					
159.3	0.43093	0.35742		0.39018				
159.3025			0.3846					
159.316667	0.43054	0.35807		0.38912				
159.319167			0.38531					
159.333333	0.43171	0.35873		0.39125				
159.335833			0.38566					
159.35	0.43328	0.35906		0.38841				
159.3525			0.3846					
159.366667	0.43171	0.36105		0.38876				
159.369167			0.3839					
159.383333	0.43328	0.35939		0.39232				
159.385833			0.38179					
159.4	0.43132	0.35972		0.39232				
159.4025			0.38602					
159.416667	0.43171	0.35807		0.39054				
159.419167			0.38354					
159.433333	0.4325	0.36006		0.39197				
159.435833			0.38566					
159.45	0.43446	0.35742		0.39125				
159.4525			0.3846					
159.466667	0.43328	0.36072		0.39268				
159.469167			0.3846					
159.483333	0.4321	0.36006		0.39054				
159.485833			0.38602					
159.5	0.4325	0.35972		0.39268				
159.5025			0.3839					
159.516667	0.43605	0.35972		0.39376				
159.519167			0.38744					
159.533333	0.43565	0.36271		0.39268				
159.535833			0.38637					
159.55	0.44002	0.36238		0.3934				
159.5525			0.38779					
159.566667	0.43843	0.36271		0.39412				
159.569167			0.38922					
159.583333	0.44283	0.36238		0.39664				
159.584722					280.8333			
159.585833			0.38425					
159.586111					281.25			
159.6	0.44122	0.36371		0.39664				
159.601389					281.25			
159.6025			0.38708					
159.602778					281.6667			
159.616667	0.43883	0.36338		0.39592				
159.618056					281.6667			
159.619167			0.38886					
159.619444					282.0833			
159.633333	0.43883	0.36438		0.39447				
159.634722					282.0833			
159.635833			0.38922					
159.636111					282.5			
159.65	0.43723	0.36405		0.39845				
159.651389					282.5			
159.6525			0.38922					
159.652778					282.9167			
159.666667	0.43525	0.36338		0.39664				
159.668056					282.9167			
159.669167			0.3885					
159.669444					283.3333			
159.683333	0.43368	0.36238		0.397				
159.684722					283.3333			
159.685833			0.38886					
159.686111					283.75			
159.7	0.43289	0.36572		0.40063				
159.701389					283.75			
159.7025			0.39136					
159.702778					284.1667			
159.716667	0.43289	0.36471		0.39917				
159.718056					284.1667			
159.719167			0.39065					
159.719444					284.5833			
159.733333	0.42937	0.36639		0.39845				
159.734722					284.5833			
159.735833			0.38993					
159.736111					285			
159.75	0.42742	0.36673		0.39772				
159.751389					285			
159.7525			0.39029					
159.752778					285.4167			
159.766667	0.4251	0.36505		0.40027				
159.768056					285.4167			
159.769167			0.39029					
159.769444					285.8333			
159.783333	0.42433	0.36673		0.40063				
159.784722					285.8333			
159.785833			0.39172					
159.786111					286.25			
159.8	0.42202	0.36639		0.40027				
159.801389					286.25			
159.8025			0.39208					
159.802778					286.6667			
159.816667	0.42241	0.36605		0.40099				
159.818056					286.6667			
159.819167			0.39101					
159.819444					287.0833			
159.833333	0.41707	0.36639		0.40099				
159.834722					287.0833			
159.835833			0.39136					
159.836111					287.5			
159.85	0.41783	0.36774		0.3999				
159.851389					287.5			
159.8525			0.39101					
159.852778					287.9167			
159.866667	0.41442	0.36572		0.40027				
159.868056					287.9167			
159.869167			0.39172					
159.869444					288.3333			
159.883333	0.41217	0.36572		0.3999				
159.884722					288.3333			
159.885833			0.39316					
159.886111					288.75			
159.9	0.41067	0.36605		0.40063				
159.901389					288.75			
159.9025			0.39208					
159.902778					289.1667			
159.916667	0.40993	0.36639		0.39772				
159.918056					289.1667			
159.919167			0.39244					
159.919444					289.5833			
159.933333	0.40844	0.36572		0.40282				
159.934722					289.5833			
159.935833			0.3928					
159.936111					290			
159.95	0.40769	0.36572		0.40136				
159.951389					290			
159.9525			0.39244					
159.952778					290.4167			
159.966667	0.4029	0.3674		0.40209				
159.968056					290.4167			
159.969167			0.39172					
159.969444					290.8333			
159.983333	0.4018	0.36841		0.40282				
159.984722					290.8333			
159.985833			0.39424					
159.986111					291.25			
160	0.39852	0.3674		0.40319				
160.001389					291.25			
160.0025			0.3928					
160.002778					291.6667			
160.016667	0.39998	0.36774		0.40282				
160.018056					291.6667			
160.019167			0.39424					
160.019444					292.0833			
160.033333	0.3949	0.3674		0.40282				
160.034722					292.0833			
160.035833			0.39424					
160.036111					292.5			
160.05	0.39383	0.36807		0.40063				
160.051389					292.5			
160.0525			0.3946					
160.052778					292.9167			
160.066667	0.38989	0.3674		0.40209				
160.068056					292.9167			
160.069167			0.39352					
160.069444					293.3333			
160.083333	0.38918	0.3674		0.39808				
160.084722					293.3333			
160.085833			0.39496					
160.086111					293.75			
160.1	0.38883	0.36673		0.39954				
160.101389					293.75			
160.1025			0.39388					
160.102778					294.1667			
160.116667	0.38494	0.36841		0.40027				
160.118056					294.1667			
160.119167			0.39533					
160.119444					294.5833			
160.133333	0.38318	0.3674		0.40099				
160.134722					294.5833			
160.135833			0.39424					
160.136111					295			
160.15	0.38318	0.3674		0.39881				
160.151389					295			
160.1525			0.3946					
160.152778					295.4167			
160.166667	0.38108	0.36673		0.40209				
160.168056					295.4167			
160.169167			0.39605					
160.169444					295.8333			
160.183333	0.37865	0.36875		0.40136				
160.184722					295.8333			
160.185833			0.39533					
160.186111					296.25			
160.2	0.37657	0.36774		0.40392				
160.201389					296.25			
160.2025			0.39424					
160.202778					296.6667			
160.216667	0.3745	0.36807		0.40209				
160.218056					296.6667			
160.219167			0.39605					
160.219444					297.0833			
160.233333	0.37313	0.36875		0.40356				
160.234722					297.0833			
160.235833			0.39605					
160.236111					297.5			
160.25	0.37211	0.36875		0.4054				
160.251389					297.5			
160.2525			0.39641					
160.252778					297.9167			
160.266667	0.37074	0.37146		0.40282				
160.268056					297.9167			
160.269167			0.39569					
160.269444					298.3333			
160.283333	0.36769	0.3701		0.40319				
160.284722					298.3333			
160.285833			0.39641					
160.286111					298.75			
160.3	0.3687	0.37146		0.40356				
160.301389					298.75			
160.3025			0.39787					
160.302778					299.1667			
160.316667	0.3687	0.36841		0.40429				
160.318056					299.1667			
160.319167			0.3986					
160.319444					299.5833			
160.333333	0.36365	0.36841		0.4054				
160.334722					299.5833			
160.335833			0.39787					
160.336111					300			
160.35	0.36331	0.36875		0.40319				
160.351389					300			
160.3525			0.39714					
160.352778					300.4167			
160.366667	0.36164	0.37044		0.40429				
160.368056					300.4167			
160.369167			0.39823					
160.369444					300.8333			
160.383333	0.35998	0.3701		0.40173				
160.384722					300.8333			
160.385833			0.3986					
160.386111					301.25			
160.4	0.35667	0.37146		0.40503				
160.4025			0.39787					
160.416667	0.35898	0.36976		0.40392				
160.419167			0.3986					
160.433333	0.36031	0.37146		0.40319				
160.435833			0.39896					
160.45	0.35832	0.36909		0.40503				
160.4525			0.39933					
160.466667	0.35601	0.3701		0.40577				
160.469167			0.39823					
160.483333	0.35733	0.37112		0.40613				
160.485833			0.3975					
160.5	0.357	0.37146		0.40429				
160.5025			0.39933					
160.516667	0.35799	0.37146		0.40761				
160.519167			0.39896					
160.533333	0.35832	0.37214		0.40687				
160.535833			0.39969					
160.55	0.35898	0.37146		0.40577				
160.5525			0.40152					
160.566667	0.35865	0.3718		0.40798				
160.569167			0.40079					
160.583333	0.357	0.37146		0.40687				
160.585833			0.40042					
160.6	0.35998	0.37487		0.40503				
160.6025			0.40152					
160.616667	0.35799	0.3735		0.40687				
160.619167			0.40189					
160.633333	0.35766	0.37214		0.4091				
160.635833			0.40299					
160.65	0.35964	0.37384		0.4054				
160.6525			0.40263					
160.666667	0.35766	0.37282		0.40798				
160.669167			0.40189					
160.683333	0.35898	0.37316		0.40761				
160.685833			0.40189					
160.7	0.35832	0.37556		0.40836				
160.7025			0.40263					
160.716667	0.35832	0.37112		0.4091				
160.719167			0.40226					
160.733333	0.36031	0.37556		0.40761				
160.735833			0.40336					
160.75	0.35964	0.37453		0.41059				
160.7525			0.40152					
160.766667	0.35865	0.37521		0.40798				
160.769167			0.40263					
160.783333	0.36031	0.37384		0.40873				
160.785833			0.4041					
160.8	0.35898	0.37487		0.40873				
160.8025			0.40152					
160.816667	0.35931	0.37419		0.40873				
160.819167			0.40263					
160.833333	0.35998	0.37487		0.40984				
160.835833			0.40299					
160.85	0.36097	0.37419		0.4091				
160.8525			0.4041					
160.866667	0.35998	0.37453		0.40984				
160.869167			0.40373					
160.883333	0.35898	0.37624		0.40984				
160.885833			0.40189					
160.9	0.36131	0.37487		0.41171				
160.9025			0.40226					
160.916667	0.35964	0.37556		0.41134				
160.919167			0.40521					
160.933333	0.36031	0.37487		0.41283				
160.935833			0.40336					
160.95	0.35964	0.37521		0.4091				
160.9525			0.40336					
160.966667	0.35766	0.37659		0.40947				
160.969167			0.40447					
160.983333	0.357	0.3759		0.41022				
160.985833			0.40447					
161	0.35634	0.37419		0.4091				
161.0025			0.40336					
161.016667	0.35667	0.37556		0.40984				
161.019167			0.40152					
161.033333	0.357	0.37556		0.41059				
161.035833			0.40263					
161.05	0.35436	0.37556		0.41096				
161.0525			0.40447					
161.066667	0.35404	0.37693		0.41059				
161.069167			0.40226					
161.083333	0.35502	0.3759		0.40984				
161.085833			0.40521					
161.1	0.35436	0.37727		0.41171				
161.1025			0.40484					
161.116667	0.35436	0.37419		0.4091				
161.119167			0.40447					
161.133333	0.35535	0.37556		0.41059				
161.135833			0.40484					
161.15	0.35667	0.37659		0.4091				
161.1525			0.40521					
161.166667	0.35404	0.37556		0.41059				
161.169167			0.40373					
161.183333	0.35404	0.37487		0.41022				
161.185833			0.40484					
161.2	0.35535	0.37624		0.41171				
161.2025			0.40558					
161.216667	0.35568	0.37727		0.40984				
161.219167			0.4041					
161.233333	0.35535	0.37659		0.40947				
161.235833			0.40595					
161.25	0.35502	0.37556		0.4091				
161.2525			0.40632					
161.266667	0.35568	0.37727		0.40984				
161.269167			0.40447					
161.283333	0.35601	0.37762		0.41059				
161.285833			0.40669					
161.3	0.35601	0.37624		0.40984				
161.3025			0.40669					
161.316667	0.35601	0.37624		0.4091				
161.319167			0.40744					
161.333333	0.35634	0.37762		0.40984				
161.335833			0.40781					
161.35	0.35502	0.37865		0.40947				
161.3525			0.40706					
161.366667	0.35733	0.37865		0.41059				
161.369167			0.40893					
161.383333	0.35601	0.3759		0.41059				
161.385833			0.40706					
161.4	0.357	0.37727		0.41059				
161.4025			0.40855					
161.416667	0.35799	0.37831		0.41171				
161.419167			0.40781					
161.433333	0.35733	0.37865		0.41134				
161.435833			0.4093					
161.45	0.35766	0.37762		0.41171				
161.4525			0.40855					
161.466667	0.35733	0.379		0.41022				
161.469167			0.40893					
161.483333	0.35832	0.37865		0.41246				
161.485833			0.40968					
161.5	0.35634	0.37865		0.41396				
161.5025			0.40595					
161.516667	0.35799	0.37762		0.41358				
161.519167			0.40893					
161.533333	0.35931	0.37935		0.41171				
161.535833			0.4093					
161.55	0.35931	0.37831		0.41208				
161.5525			0.40669					
161.566667	0.35898	0.37969		0.41096				
161.569167			0.4093					
161.583333	0.35964	0.37935		0.41208				
161.585833			0.40893					
161.6	0.35865	0.38038		0.41283				
161.6025			0.4093					
161.616667	0.36365	0.38073		0.41471				
161.619167			0.41042					
161.633333	0.36499	0.38143		0.4166				
161.635833			0.41193					
161.65	0.36701	0.38108		0.41774				
161.6525			0.41042					
161.666667	0.36701	0.38177		0.42002				
161.669167			0.41155					
161.683333	0.36634	0.38317		0.41736				
161.685833			0.41042					
161.7	0.3704	0.38282		0.41888				
161.7025			0.41042					
161.716667	0.36904	0.38422		0.4204				
161.719167			0.41042					
161.733333	0.3687	0.38352		0.41964				
161.735833			0.41005					
161.75	0.37074	0.38387		0.4185				
161.7525			0.4123					
161.766667	0.36904	0.38282		0.41964				
161.769167			0.4123					
161.783333	0.3704	0.38457		0.41964				
161.785833			0.41268					
161.8	0.37006	0.38492		0.42155				
161.8025			0.41343					
161.816667	0.37279	0.38282		0.42078				
161.819167			0.41419					
161.833333	0.3704	0.38317		0.4204				
161.835833			0.41193					
161.85	0.37313	0.38387		0.42308				
161.8525			0.41306					
161.866667	0.37108	0.38703		0.42346				
161.869167			0.41268					
161.883333	0.37279	0.38457		0.42346				
161.885833			0.41381					
161.9	0.37519	0.38597		0.425				
161.9025			0.41343					
161.916667	0.37588	0.38703		0.42308				
161.919167			0.41532					
161.933333	0.37279	0.38808		0.4227				
161.935833			0.41306					
161.95	0.37554	0.38632		0.42385				
161.9525			0.41419					
161.966667	0.37485	0.38632		0.42732				
161.969167			0.41532					
161.983333	0.37726	0.38703		0.42308				
161.985833			0.41419					
162	0.37382	0.38773		0.425				
162.0025			0.41532					
162.016667	0.37588	0.38844		0.42539				
162.019167			0.41532					
162.033333	0.37416	0.38808		0.42385				
162.035833			0.41532					
162.05	0.37382	0.38808		0.425				
162.0525			0.4157					
162.066667	0.37554	0.38597		0.425				
162.069167			0.4157					
162.083333	0.37519	0.38703		0.42423				
162.085833			0.41306					
162.1	0.37485	0.38914		0.42462				
162.1025			0.41494					
162.116667	0.37416	0.38773		0.42462				
162.119167			0.41608					
162.133333	0.37588	0.38808		0.42423				
162.135833			0.41646					
162.15	0.37865	0.38844		0.42616				
162.1525			0.41722					
162.166667	0.37692	0.38844		0.42462				
162.169167			0.41532					
162.183333	0.37865	0.3895		0.42694				
162.185833			0.41646					
162.2	0.37761	0.38773		0.42578				
162.2025			0.41684					
162.216667	0.37554	0.38914		0.42578				
162.219167			0.41722					
162.233333	0.37692	0.38844		0.4281				
162.235833			0.41608					
162.25	0.37934	0.39092		0.42732				
162.2525			0.41798					
162.266667	0.37899	0.39092		0.42771				
162.269167			0.41722					
162.283333	0.3783	0.39163		0.4281				
162.285833			0.41798					
162.3	0.37865	0.39021		0.4281				
162.3025			0.41798					
162.316667	0.3783	0.39092		0.42655				
162.319167			0.41875					
162.333333	0.38073	0.39163		0.42927				
162.335833			0.41875					
162.35	0.37761	0.39234		0.42694				
162.3525			0.41875					
162.366667	0.38073	0.39021		0.4281				
162.369167			0.41913					
162.383333	0.38073	0.3927		0.42732				
162.385833			0.42066					
162.4	0.38108	0.3927		0.42888				
162.4025			0.41875					
162.416667	0.3783	0.39021		0.42966				
162.419167			0.41837					
162.433333	0.38004	0.39341		0.42927				
162.435833			0.41837					
162.45	0.38143	0.39341		0.42927				
162.4525			0.41989					
162.466667	0.38073	0.39413		0.43083				
162.469167			0.42066					
162.483333	0.37969	0.3952		0.43005				
162.485833			0.42105					
162.5	0.38248	0.39341		0.42966				
162.5025			0.42181					
162.516667	0.38143	0.39413		0.43044				
162.519167			0.42143					
162.533333	0.38318	0.39449		0.43161				
162.535833			0.42143					
162.55	0.38283	0.39377		0.42927				
162.5525			0.42105					
162.566667	0.38178	0.39377		0.42655				
162.569167			0.41913					
162.583333	0.38143	0.39484		0.42966				
162.585833			0.42028					
162.6	0.38213	0.39664		0.42849				
162.6025			0.42143					
162.616667	0.38458	0.39556		0.42927				
162.619167			0.42181					
162.633333	0.38283	0.39556		0.42849				
162.635833			0.42181					
162.65	0.38458	0.39556		0.43161				
162.6525			0.42258					
162.666667	0.38529	0.39664		0.43044				
162.669167			0.4222					
162.683333	0.38529	0.39484		0.42771				
162.685833			0.42143					
162.7	0.38635	0.39306		0.43005				
162.7025			0.42258					
162.716667	0.38529	0.397		0.43239				
162.719167			0.42451					
162.733333	0.38529	0.39664		0.43357				
162.735833			0.42413					
162.75	0.38599	0.397		0.43357				
162.7525			0.42297					
162.766667	0.38635	0.3927		0.43397				
162.769167			0.42258					
162.783333	0.38635	0.3952		0.43239				
162.785833			0.42181					
162.8	0.38635	0.39664		0.43594				
162.8025			0.42374					
162.816667	0.38705	0.39881		0.43279				
162.819167			0.42374					
162.833333	0.38529	0.39808		0.43318				
162.835833			0.42413					
162.85	0.38635	0.39628		0.43515				
162.8525			0.42451					
162.866667	0.38635	0.39808		0.43397				
162.869167			0.42451					
162.883333	0.38776	0.39845		0.432				
162.885833			0.42258					
162.9	0.38776	0.397		0.43318				
162.9025			0.42374					
162.916667	0.38635	0.39845		0.432				
162.919167			0.42607					
162.933333	0.38705	0.39592		0.43239				
162.935833			0.42297					
162.95	0.38776	0.39592		0.43318				
162.9525			0.42451					
162.966667	0.38989	0.39881		0.43279				
162.969167			0.42684					
162.983333	0.38812	0.40026		0.43239				
162.985833			0.42181					
163	0.38741	0.39772		0.43161				
163.0025			0.42529					
163.016667	0.38741	0.39845		0.43279				
163.019167			0.42684					
163.033333	0.3867	0.397		0.43318				
163.035833			0.42451					
163.05	0.38635	0.39953		0.43357				
163.0525			0.42374					
163.066667	0.3867	0.39953		0.43044				
163.069167			0.42684					
163.083333	0.38635	0.397		0.43279				
163.085833			0.42607					
163.1	0.38564	0.39989		0.43436				
163.1025			0.42684					
163.116667	0.38599	0.39953		0.43122				
163.119167			0.4284					
163.133333	0.38494	0.39808		0.43083				
163.135833			0.42762					
163.15	0.38564	0.39953		0.43239				
163.1525			0.42801					
163.166667	0.3867	0.397		0.43436				
163.169167			0.42723					
163.183333	0.38635	0.39953		0.432				
163.185833			0.4284					
163.2	0.38635	0.39881		0.43475				
163.2025			0.42801					
163.216667	0.38635	0.40026		0.43239				
163.219167			0.42413					
163.233333	0.38423	0.39917		0.43122				
163.235833			0.42801					
163.25	0.38635	0.39989		0.43318				
163.2525			0.42801					
163.266667	0.38353	0.39845		0.43397				
163.269167			0.42801					
163.283333	0.38599	0.40026		0.43044				
163.285833			0.4284					
163.3	0.38283	0.39808		0.43279				
163.3025			0.42918					
163.316667	0.38178	0.39917		0.43239				
163.319167			0.42879					
163.333333	0.38213	0.39628		0.43122				
163.335833			0.42801					
163.35	0.38248	0.39736		0.43005				
163.3525			0.42958					
163.366667	0.38039	0.39845		0.432				
163.369167			0.42645					
163.383333	0.37934	0.39917		0.43161				
163.385833			0.42801					
163.4	0.37761	0.39628		0.43161				
163.4025			0.4284					
163.416667	0.38039	0.39736		0.42966				
163.419167			0.42723					
163.433333	0.38039	0.39845		0.432				
163.435833			0.42879					
163.45	0.37865	0.39808		0.43044				
163.4525			0.4284					
163.466667	0.37865	0.39736		0.42888				
163.469167			0.42723					
163.483333	0.38004	0.39808		0.43083				
163.485833			0.43036					
163.5	0.37969	0.39953		0.43083				
163.5025			0.42918					
163.516667	0.38004	0.39845		0.42927				
163.519167			0.42918					
163.533333	0.38039	0.39808		0.43083				
163.535833			0.42958					
163.55	0.3783	0.39917		0.43005				
163.5525			0.42879					
