time	od-sensors-2.od-680	od-sensors-4.od-680	od-sensors-6.od-680	od-sensors-8.od-680	pumps-20057.pump-2-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-8-consumption
0					0	0	0	0
0.0025			0.28868					
0.005556					0	0	0	0
0.009722								0
0.011111								0.4167
0.016667	0.2551	0.28822		0.30132	0	0	0	
0.019167			0.35657					
0.026389								0.4167
0.027778								0.8333
0.033333	0.25328	0.29586		0.30746				
0.035833			0.29038					
0.05	0.26009	0.27387		0.30336				
0.0525			0.26179					
0.066667	0.25929	0.27116		0.30687				
0.069167			0.26259					
0.083333	0.25302	0.26901		0.31159				
0.085833			0.27366					
0.1	0.25432	0.27224		0.3054				
0.1025			0.27475					
0.116667	0.25328	0.27035		0.31041				
0.119167			0.27175					
0.133333	0.25484	0.26821		0.30219				
0.135833			0.27256					
0.15	0.25484	0.27143		0.30336				
0.1525			0.26903					
0.166667	0.25328	0.2666		0.30161				
0.169167			0.27066					
0.183333	0.25432	0.2658		0.30394				
0.185833			0.27012					
0.2	0.24888	0.2674		0.30045				
0.2025			0.26768					
0.216667	0.25146	0.26847		0.3107				
0.219167			0.26876					
0.233333	0.25588	0.26421		0.30569				
0.235833			0.27147					
0.25	0.25484	0.26901		0.30103				
0.2525			0.2666					
0.266667	0.25302	0.26982		0.30482				
0.269167			0.26768					
0.283333	0.25302	0.26633		0.30248				
0.285833			0.27093					
0.3	0.25172	0.27089		0.30365				
0.3025			0.2658					
0.316667	0.25328	0.26341		0.30365				
0.319167			0.26446					
0.333333	0.25484	0.26607		0.30336				
0.335833			0.26205					
0.35	0.2538	0.26474		0.30161				
0.3525			0.26526					
0.366667	0.2512	0.2658		0.3019				
0.369167			0.26179					
0.383333	0.25458	0.26714		0.30336				
0.385833			0.26419					
0.4	0.25224	0.26288		0.30103				
0.4025			0.26634					
0.416667	0.2538	0.2666		0.30482				
0.419167			0.26339					
0.433333	0.25562	0.2666		0.30306				
0.435833			0.26285					
0.45	0.25276	0.26447		0.30628				
0.4525			0.26419					
0.466667	0.25458	0.26714		0.30277				
0.469167			0.26072					
0.483333	0.24939	0.26527		0.30599				
0.485833			0.26259					
0.5	0.25458	0.26394		0.30657				
0.5025			0.26339					
0.516667	0.25667	0.26394		0.30423				
0.519167			0.26179					
0.533333	0.25172	0.265		0.30511				
0.535833			0.26446					
0.55	0.25562	0.26633		0.30599				
0.5525			0.26126					
0.566667	0.25224	0.26928		0.30365				
0.569167			0.25887					
0.583333	0.26247	0.26928		0.30834				
0.585833			0.26126					
0.6	0.25302	0.2613		0.30628				
0.6025			0.26019					
0.616667	0.25354	0.26955		0.30569				
0.619167			0.26152					
0.633333	0.25328	0.27089		0.30511				
0.635833			0.26126					
0.65	0.25302	0.26527		0.3054				
0.6525			0.26232					
0.666667	0.26167	0.26901		0.3113				
0.669167			0.26072					
0.683333	0.25328	0.26821		0.30657				
0.685833			0.26205					
0.7	0.25588	0.26633		0.30628				
0.7025			0.26446					
0.716667	0.25798	0.27089		0.30336				
0.719167			0.26339					
0.733333	0.25458	0.26633		0.30657				
0.735833			0.26099					
0.75	0.25484	0.26767		0.30834				
0.7525			0.26312					
0.766667	0.25068	0.2666		0.30569				
0.769167			0.26285					
0.783333	0.25798	0.26767		0.31041				
0.785833			0.26339					
0.8	0.2525	0.26554		0.30775				
0.8025			0.26232					
0.816667	0.25484	0.2674		0.31428				
0.819167			0.26259					
0.833333	0.25432	0.26767		0.30628				
0.835833			0.26365					
0.85	0.25614	0.26527		0.30657				
0.8525			0.26365					
0.866667	0.25562	0.26315		0.30365				
0.869167			0.26126					
0.883333	0.25667	0.27035		0.31041				
0.885833			0.25966					
0.9	0.25146	0.26794		0.30893				
0.9025			0.26339					
0.916667	0.263	0.26714		0.3113				
0.919167			0.26179					
0.933333	0.25929	0.26821		0.30687				
0.935833			0.26499					
0.95	0.25956	0.26687		0.30952				
0.9525			0.26419					
0.966667	0.2662	0.27062		0.30952				
0.969167			0.26339					
0.983333	0.25956	0.27796		0.31041				
0.985833			0.26526					
1	0.26061	0.2658		0.31189				
1.0025			0.26472					
1.016667	0.25745	0.26794		0.31338				
1.019167			0.26339					
1.033333	0.25929	0.27035		0.31011				
1.035833			0.26392					
1.05	0.25745	0.27251		0.3113				
1.0525			0.26687					
1.066667	0.26433	0.26821		0.30893				
1.069167			0.26419					
1.083333	0.25641	0.27089		0.30775				
1.085833			0.26419					
1.1	0.25824	0.26527		0.3107				
1.1025			0.26795					
1.116667	0.25588	0.26633		0.31308				
1.119167			0.26392					
1.133333	0.25982	0.27009		0.31607				
1.135833			0.26499					
1.15	0.25667	0.26794		0.31487				
1.1525			0.26553					
1.166667	0.25956	0.26633		0.30746				
1.169167			0.26419					
1.183333	0.25745	0.26687		0.31249				
1.185833			0.26365					
1.2	0.25877	0.26447		0.31368				
1.2025			0.26446					
1.216667	0.2585	0.2717		0.31189				
1.219167			0.27012					
1.233333	0.25562	0.27035		0.31308				
1.235833			0.26419					
1.25	0.25772	0.26607		0.30804				
1.2525			0.26285					
1.266667	0.26194	0.27089		0.30922				
1.269167			0.26634					
1.283333	0.25562	0.26607		0.30804				
1.285833			0.26392					
1.3	0.26009	0.26767		0.30863				
1.3025			0.26152					
1.316667	0.25745	0.26928		0.30863				
1.319167			0.26822					
1.333333	0.25719	0.26821		0.30657				
1.335833			0.26607					
1.35	0.25798	0.26901		0.31577				
1.3525			0.26741					
1.366667	0.26114	0.26874		0.31189				
1.369167			0.26714					
1.383333	0.25956	0.26821		0.30628				
1.385833			0.26634					
1.4	0.25877	0.26474		0.31278				
1.4025			0.26849					
1.416667	0.26754	0.27035		0.31189				
1.419167			0.26741					
1.433333	0.25903	0.26687		0.30893				
1.435833			0.2658					
1.45	0.26727	0.2717		0.31517				
1.4525			0.26446					
1.466667	0.25956	0.28154		0.31878				
1.469167			0.26499					
1.483333	0.25693	0.26714		0.31458				
1.485833			0.26714					
1.5	0.26141	0.26982		0.31428				
1.5025			0.26607					
1.516667	0.25929	0.26901		0.31308				
1.519167			0.26634					
1.533333	0.2697	0.26874		0.31338				
1.535833			0.26741					
1.55	0.267	0.26982		0.31758				
1.5525			0.26446					
1.566667	0.26167	0.26982		0.3113				
1.569167			0.26741					
1.583333	0.26167	0.27062		0.30863				
1.585833			0.26607					
1.6	0.26035	0.27089		0.31011				
1.6025			0.26903					
1.616667	0.26273	0.2736		0.31697				
1.619167			0.2658					
1.633333	0.26035	0.2674		0.31159				
1.635833			0.26768					
1.65	0.25772	0.26794		0.31219				
1.6525			0.26741					
1.666667	0.263	0.26847		0.31487				
1.669167			0.26714					
1.683333	0.26247	0.27009		0.31547				
1.685833			0.26526					
1.7	0.26754	0.26928		0.31338				
1.7025			0.26553					
1.716667	0.26781	0.26874		0.3107				
1.719167			0.26957					
1.733333	0.26889	0.27062		0.31219				
1.735833			0.26526					
1.75	0.25982	0.27009		0.31458				
1.7525			0.26499					
1.766667	0.26647	0.26901		0.3113				
1.769167			0.26903					
1.783333	0.2654	0.27577		0.31607				
1.785833			0.26957					
1.8	0.26889	0.27224		0.3203				
1.8025			0.26741					
1.816667	0.26327	0.2736		0.31487				
1.819167			0.26687					
1.833333	0.26647	0.27933		0.33197				
1.835833			0.26903					
1.85	0.26781	0.27116		0.31637				
1.8525			0.26553					
1.866667	0.26754	0.26928		0.31458				
1.869167			0.26903					
1.883333	0.2662	0.27009		0.31607				
1.885833			0.26822					
1.9	0.26889	0.26982		0.31517				
1.9025			0.26687					
1.916667	0.26406	0.26901		0.31368				
1.919167			0.26768					
1.933333	0.26486	0.26821		0.311				
1.935833			0.26876					
1.95	0.27431	0.26767		0.31697				
1.9525			0.27284					
1.966667	0.263	0.27306		0.31577				
1.969167			0.26876					
1.983333	0.25982	0.27116		0.31428				
1.985833			0.27175					
2	0.26273	0.27062		0.31577				
2.0025			0.26903					
2.016667	0.26327	0.27224		0.31577				
2.019167			0.26849					
2.033333	0.26567	0.26874		0.31909				
2.035833			0.26714					
2.05	0.26674	0.26767		0.31547				
2.0525			0.26849					
2.066667	0.26353	0.27414		0.31278				
2.069167			0.26903					
2.083333	0.26167	0.26982		0.31758				
2.085833			0.2666					
2.1	0.26593	0.26847		0.31697				
2.1025			0.26768					
2.116667	0.2654	0.27441		0.31547				
2.119167			0.26876					
2.133333	0.26247	0.27224		0.31577				
2.135833			0.2658					
2.15	0.263	0.2717		0.31398				
2.1525			0.2658					
2.166667	0.2646	0.27197		0.31547				
2.169167			0.2693					
2.183333	0.2646	0.2717		0.31577				
2.185833			0.26741					
2.2	0.2654	0.27523		0.31278				
2.2025			0.26768					
2.216667	0.263	0.27009		0.31458				
2.219167			0.26714					
2.233333	0.26674	0.27278		0.31637				
2.235833			0.2693					
2.25	0.26433	0.26901		0.31667				
2.2525			0.2693					
2.266667	0.26273	0.27224		0.31338				
2.269167			0.26957					
2.283333	0.26353	0.27116		0.31637				
2.285833			0.26714					
2.3	0.26513	0.27089		0.31517				
2.3025			0.26822					
2.316667	0.26327	0.27009		0.32151				
2.319167			0.27039					
2.333333	0.26273	0.27009		0.31607				
2.335833			0.27175					
2.35	0.26486	0.2736		0.31428				
2.3525			0.26957					
2.366667	0.26247	0.27035		0.31458				
2.369167			0.2693					
2.383333	0.26486	0.26554		0.3113				
2.385833			0.27093					
2.4	0.26009	0.27659		0.3107				
2.4025			0.27147					
2.416667	0.2585	0.27496		0.31189				
2.419167			0.26876					
2.433333	0.25406	0.27278		0.31189				
2.435833			0.27012					
2.45	0.2585	0.27306		0.31398				
2.4525			0.26849					
2.466667	0.25903	0.26633		0.31458				
2.469167			0.26741					
2.483333	0.26167	0.26767		0.31368				
2.485833			0.26822					
2.5	0.26114	0.2674		0.31338				
2.5025			0.27012					
2.516667	0.26353	0.2674		0.32181				
2.519167			0.26795					
2.533333	0.26035	0.26821		0.31788				
2.535833			0.27229					
2.55	0.26433	0.265		0.31249				
2.5525			0.2693					
2.566667	0.26353	0.27224		0.31338				
2.569167			0.27256					
2.583333	0.26273	0.27468		0.31637				
2.585833			0.27093					
2.6	0.26647	0.27197		0.31607				
2.6025			0.26985					
2.616667	0.26486	0.27251		0.31607				
2.619167			0.27012					
2.633333	0.2654	0.27468		0.3206				
2.635833			0.26687					
2.65	0.27322	0.27224		0.31547				
2.6525			0.2712					
2.666667	0.27268	0.27414		0.3203				
2.669167			0.27229					
2.683333	0.26943	0.27251		0.31999				
2.685833			0.26985					
2.7	0.27186	0.27523		0.3203				
2.7025			0.27147					
2.716667	0.26862	0.27659		0.31909				
2.719167			0.2712					
2.733333	0.27322	0.26874		0.3209				
2.735833			0.27202					
2.75	0.267	0.27278		0.31547				
2.7525			0.27175					
2.766667	0.26727	0.26928		0.31939				
2.769167			0.27256					
2.783333	0.26808	0.27414		0.31697				
2.785833			0.26985					
2.8	0.27105	0.27333		0.31607				
2.8025			0.27229					
2.816667	0.26406	0.26982		0.31487				
2.819167			0.27175					
2.833333	0.263	0.27605		0.31728				
2.835833			0.2712					
2.85	0.26486	0.27278		0.31577				
2.8525			0.27256					
2.866667	0.2638	0.27278		0.31788				
2.869167			0.27039					
2.883333	0.26009	0.27197		0.31697				
2.885833			0.27256					
2.9	0.2646	0.27306		0.32181				
2.9025			0.2712					
2.916667	0.26781	0.27468		0.31909				
2.919167			0.27012					
2.933333	0.27485	0.2736		0.32212				
2.935833			0.2712					
2.95	0.26754	0.26955		0.31728				
2.9525			0.2742					
2.966667	0.2697	0.27523		0.31969				
2.969167			0.27393					
2.983333	0.26835	0.27577		0.32151				
2.985833			0.26957					
3	0.2754	0.27769		0.31909				
3.0025			0.27284					
3.016667	0.26943	0.27605		0.33259				
3.019167			0.27039					
3.033333	0.27159	0.27224		0.31878				
3.035833			0.26985					
3.05	0.26808	0.27224		0.31969				
3.0525			0.27284					
3.066667	0.26862	0.2755		0.31878				
3.069167			0.27311					
3.083333	0.27051	0.27062		0.32334				
3.085833			0.27147					
3.1	0.27078	0.27961		0.31939				
3.1025			0.2712					
3.116667	0.2646	0.27306		0.31758				
3.119167			0.27229					
3.133333	0.27051	0.27089		0.31607				
3.135833			0.27229					
3.15	0.26593	0.27333		0.3203				
3.1525			0.27393					
3.166667	0.26674	0.27333		0.31969				
3.169167			0.27284					
3.183333	0.26513	0.27605		0.31999				
3.185833			0.27284					
3.2	0.26353	0.27009		0.31758				
3.2025			0.27039					
3.216667	0.26088	0.27143		0.31848				
3.219167			0.27147					
3.233333	0.26327	0.27116		0.31878				
3.235833			0.27229					
3.25	0.27105	0.27659		0.31909				
3.2525			0.27093					
3.266667	0.26327	0.27468		0.31969				
3.269167			0.2742					
3.283333	0.25982	0.2736		0.31577				
3.285833			0.2742					
3.3	0.26088	0.27062		0.32517				
3.3025			0.27147					
3.316667	0.26167	0.26955		0.31999				
3.319167			0.27311					
3.333333	0.25956	0.27468		0.31788				
3.335833			0.27202					
3.35	0.26009	0.2755		0.31818				
3.3525			0.27093					
3.366667	0.26273	0.26874		0.31697				
3.369167			0.2712					
3.383333	0.25982	0.27089		0.31788				
3.385833			0.27393					
3.4	0.25641	0.27632		0.31818				
3.4025			0.27147					
3.416667	0.26353	0.27333		0.31788				
3.419167			0.27338					
3.433333	0.26061	0.27009		0.3206				
3.435833			0.27338					
3.45	0.26513	0.27116		0.31909				
3.4525			0.27202					
3.466667	0.263	0.27306		0.3209				
3.469167			0.27284					
3.483333	0.26114	0.27278		0.32273				
3.485833			0.27558					
3.5	0.26513	0.27796		0.3206				
3.5025			0.27175					
3.516667	0.26433	0.27089		0.3203				
3.519167			0.27338					
3.533333	0.263	0.27251		0.32671				
3.535833			0.26985					
3.55	0.26406	0.27224		0.31939				
3.5525			0.27202					
3.566667	0.26835	0.27197		0.3206				
3.569167			0.2753					
3.583333	0.26674	0.2736		0.31909				
3.585833			0.27338					
3.6	0.26727	0.2755		0.31939				
3.6025			0.27558					
3.616667	0.26406	0.27605		0.32701				
3.619167			0.2742					
3.633333	0.26674	0.27224		0.32303				
3.635833			0.2753					
3.65	0.26835	0.27197		0.32151				
3.6525			0.27284					
3.666667	0.2697	0.27605		0.32242				
3.669167			0.27256					
3.683333	0.2697	0.2755		0.32794				
3.685833			0.27311					
3.7	0.27295	0.27851		0.32579				
3.7025			0.27284					
3.716667	0.26835	0.27523		0.32579				
3.719167			0.27475					
3.733333	0.26862	0.27687		0.32456				
3.735833			0.27668					
3.75	0.27051	0.27659		0.32212				
3.7525			0.27093					
3.766667	0.26808	0.27251		0.32242				
3.769167			0.27448					
3.783333	0.26674	0.27769		0.32487				
3.785833			0.27311					
3.8	0.27622	0.2755		0.3264				
3.8025			0.27393					
3.816667	0.26916	0.27468		0.32395				
3.819167			0.27778					
3.833333	0.2697	0.27224		0.32517				
3.835833			0.2753					
3.85	0.27024	0.27523		0.32609				
3.8525			0.27393					
3.866667	0.27268	0.27333		0.32732				
3.869167			0.2753					
3.883333	0.27105	0.28126		0.3264				
3.885833			0.27393					
3.9	0.27349	0.27605		0.32517				
3.9025			0.27366					
3.916667	0.27595	0.27878		0.32609				
3.919167			0.27585					
3.933333	0.27759	0.27823		0.32395				
3.935833			0.27558					
3.95	0.27349	0.27933		0.33166				
3.9525			0.2764					
3.966667	0.2754	0.27523		0.32364				
3.969167			0.27558					
3.983333	0.27404	0.2755		0.3264				
3.985833			0.27668					
4	0.27186	0.27687		0.32517				
4.0025			0.27695					
4.016667	0.27376	0.27687		0.32517				
4.019167			0.27256					
4.033333	0.27295	0.27605		0.32425				
4.035833			0.27558					
4.05	0.27787	0.28098		0.32856				
4.0525			0.2764					
4.066667	0.27431	0.27714		0.32517				
4.069167			0.27503					
4.083333	0.27485	0.28459		0.32763				
4.085833			0.27695					
4.1	0.27213	0.2755		0.32732				
4.1025			0.27585					
4.116667	0.27132	0.27523		0.32334				
4.119167			0.27613					
4.133333	0.27705	0.27387		0.32579				
4.135833			0.27558					
4.15	0.26808	0.27441		0.32548				
4.1525			0.27833					
4.166667	0.27105	0.27906		0.32395				
4.169167			0.27366					
4.183333	0.27105	0.27632		0.32425				
4.185833			0.27778					
4.2	0.27404	0.27687		0.32487				
4.2025			0.27695					
4.216667	0.26754	0.27496		0.3264				
4.219167			0.27475					
4.233333	0.27349	0.27523		0.32425				
4.235833			0.27448					
4.25	0.27051	0.27851		0.32364				
4.2525			0.27202					
4.266667	0.27376	0.27605		0.32212				
4.269167			0.27284					
4.283333	0.26781	0.27632		0.3264				
4.285833			0.27448					
4.3	0.27078	0.27878		0.32579				
4.3025			0.27448					
4.316667	0.26916	0.2736		0.31999				
4.319167			0.28083					
4.333333	0.27051	0.2755		0.3264				
4.335833			0.2753					
4.35	0.26889	0.27468		0.32273				
4.3525			0.27806					
4.366667	0.26674	0.27659		0.32212				
4.369167			0.27585					
4.383333	0.26674	0.27333		0.32425				
4.385833			0.2742					
4.4	0.26433	0.27906		0.3206				
4.4025			0.27284					
4.416667	0.26486	0.27333		0.32151				
4.419167			0.27723					
4.433333	0.2638	0.27414		0.32334				
4.435833			0.27558					
4.45	0.26327	0.27851		0.32121				
4.4525			0.27503					
4.466667	0.26486	0.27659		0.32609				
4.469167			0.27558					
4.483333	0.2662	0.27687		0.32303				
4.485833			0.2764					
4.5	0.26808	0.27577		0.32456				
4.5025			0.27175					
4.516667	0.2662	0.27523		0.32395				
4.519167			0.27695					
4.533333	0.26593	0.27468		0.32856				
4.535833			0.27668					
4.55	0.27376	0.27605		0.32212				
4.5525			0.27585					
4.566667	0.26593	0.27605		0.32517				
4.569167			0.2753					
4.583333	0.27051	0.27577		0.32579				
4.585833			0.27888					
4.6	0.26835	0.27769		0.32181				
4.6025			0.27916					
4.616667	0.26808	0.28126		0.32395				
4.619167			0.27999					
4.633333	0.26433	0.27906		0.32242				
4.635833			0.2753					
4.65	0.26567	0.27851		0.32151				
4.6525			0.27944					
4.666667	0.26593	0.27523		0.3206				
4.669167			0.27503					
4.683333	0.26433	0.27961		0.32609				
4.685833			0.2764					
4.7	0.2638	0.27659		0.32671				
4.7025			0.27861					
4.716667	0.2622	0.27496		0.32456				
4.719167			0.27833					
4.733333	0.2638	0.27278		0.32548				
4.735833			0.27448					
4.75	0.26567	0.27577		0.32364				
4.7525			0.2775					
4.766667	0.26916	0.27741		0.32517				
4.769167			0.2775					
4.783333	0.26943	0.27714		0.32917				
4.785833			0.27585					
4.8	0.27404	0.27796		0.33072				
4.8025			0.27833					
4.816667	0.27322	0.27796		0.33166				
4.819167			0.27972					
4.833333	0.27897	0.27632		0.33197				
4.835833			0.27888					
4.85	0.27458	0.27906		0.32887				
4.8525			0.27778					
4.866667	0.27404	0.27823		0.3301				
4.869167			0.27723					
4.883333	0.27078	0.28043		0.32763				
4.885833			0.27778					
4.9	0.27595	0.27741		0.32701				
4.9025			0.27668					
4.916667	0.27295	0.27687		0.33353				
4.919167			0.27806					
4.933333	0.27458	0.27796		0.3301				
4.935833			0.27806					
4.95	0.27404	0.27961		0.32825				
4.9525			0.27695					
4.966667	0.27458	0.27906		0.33447				
4.969167			0.2775					
4.983333	0.2724	0.28098		0.33041				
4.985833			0.27585					
5	0.27622	0.27769		0.33166				
5.0025			0.27558					
5.016667	0.27814	0.27796		0.32979				
5.019167			0.28166					
5.033333	0.2754	0.27823		0.33666				
5.035833			0.27972					
5.05	0.27705	0.28126		0.33103				
5.0525			0.27695					
5.066667	0.27513	0.27823		0.33321				
5.069167			0.27972					
5.083333	0.27513	0.27878		0.33166				
5.085833			0.27723					
5.1	0.28452	0.28016		0.32887				
5.1025			0.27972					
5.116667	0.27622	0.28016		0.33384				
5.119167			0.27972					
5.133333	0.27485	0.28126		0.33072				
5.135833			0.27888					
5.15	0.27458	0.28098		0.33478				
5.1525			0.28222					
5.166667	0.27186	0.27961		0.32979				
5.169167			0.27668					
5.183333	0.27567	0.28016		0.33197				
5.185833			0.27833					
5.2	0.27513	0.28043		0.33197				
5.2025			0.28083					
5.216667	0.27458	0.2857		0.3329				
5.219167			0.28194					
5.233333	0.27458	0.27687		0.33197				
5.235833			0.27668					
5.25	0.26943	0.28126		0.3301				
5.2525			0.27861					
5.266667	0.27295	0.27906		0.32763				
5.269167			0.28083					
5.283333	0.27159	0.27823		0.33072				
5.285833			0.27833					
5.3	0.27431	0.28126		0.33321				
5.3025			0.28194					
5.316667	0.27105	0.27714		0.33197				
5.319167			0.27888					
5.333333	0.26916	0.28016		0.33135				
5.335833			0.28083					
5.35	0.27349	0.27961		0.33729				
5.3525			0.27806					
5.366667	0.27513	0.27878		0.32794				
5.369167			0.2811					
5.383333	0.27024	0.28043		0.33228				
5.385833			0.27944					
5.4	0.27078	0.27577		0.32517				
5.4025			0.28138					
5.416667	0.26862	0.28043		0.32794				
5.419167			0.2811					
5.433333	0.26889	0.27496		0.32917				
5.435833			0.28138					
5.45	0.27159	0.27687		0.33541				
5.4525			0.2811					
5.466667	0.27105	0.27659		0.32609				
5.469167			0.27861					
5.483333	0.27051	0.28292		0.33415				
5.485833			0.27833					
5.5	0.27024	0.27878		0.32794				
5.5025			0.27888					
5.516667	0.26647	0.27823		0.32856				
5.519167			0.27944					
5.533333	0.26406	0.27906		0.33103				
5.535833			0.27888					
5.55	0.26674	0.27468		0.32701				
5.5525			0.27999					
5.566667	0.2697	0.27714		0.32979				
5.569167			0.28083					
5.583333	0.26943	0.28071		0.33415				
5.585833			0.28194					
5.6	0.26781	0.28071		0.33072				
5.6025			0.27806					
5.616667	0.27051	0.28181		0.32887				
5.619167			0.27972					
5.633333	0.27349	0.27878		0.33761				
5.635833			0.28222					
5.65	0.27513	0.28486		0.33447				
5.6525			0.28083					
5.666667	0.27925	0.27933		0.33259				
5.669167			0.28278					
5.683333	0.27952	0.27988		0.33384				
5.685833			0.28083					
5.7	0.2754	0.2832		0.34141				
5.7025			0.2839					
5.716667	0.27322	0.28264		0.33572				
5.719167			0.2811					
5.733333	0.2798	0.28237		0.33447				
5.735833			0.28194					
5.75	0.27595	0.28071		0.33856				
5.7525			0.28055					
5.766667	0.27485	0.2885		0.33353				
5.769167			0.27806					
5.783333	0.27897	0.27961		0.33447				
5.785833			0.28027					
5.8	0.27787	0.28486		0.33166				
5.8025			0.27916					
5.816667	0.27431	0.28098		0.33321				
5.819167			0.28055					
5.833333	0.27513	0.28237		0.33761				
5.835833			0.28222					
5.85	0.27705	0.28126		0.33635				
5.8525			0.28727					
5.866667	0.27595	0.28209		0.33603				
5.869167			0.28138					
5.883333	0.27952	0.28237		0.33259				
5.885833			0.28334					
5.9	0.27952	0.28043		0.33635				
5.9025			0.27999					
5.916667	0.28146	0.28126		0.33887				
5.919167			0.28278					
5.933333	0.2787	0.28292		0.33509				
5.935833			0.28278					
5.95	0.28035	0.28514		0.3329				
5.9525			0.27806					
5.966667	0.27952	0.28766		0.33541				
5.969167			0.28446					
5.983333	0.2798	0.28598		0.33824				
5.985833			0.28278					
6	0.28146	0.28264		0.33666				
6.0025			0.2825					
6.016667	0.28202	0.28403		0.33698				
6.019167			0.28278					
6.033333	0.2787	0.28237		0.33729				
6.035833			0.28502					
6.05	0.27567	0.28542		0.33572				
6.0525			0.28446					
6.066667	0.27952	0.28181		0.33698				
6.069167			0.28138					
6.083333	0.27787	0.28459		0.33982				
6.085833			0.28586					
6.1	0.27842	0.28431		0.34014				
6.1025			0.28194					
6.116667	0.27787	0.28626		0.33792				
6.119167			0.28306					
6.133333	0.28202	0.28794		0.33635				
6.135833			0.28306					
6.15	0.28091	0.28292		0.34046				
6.1525			0.2825					
6.166667	0.28229	0.28071		0.33761				
6.169167			0.2853					
6.183333	0.28676	0.28347		0.33666				
6.185833			0.28222					
6.2	0.28035	0.28237		0.33478				
6.2025			0.28138					
6.216667	0.28008	0.28043		0.34332				
6.219167			0.2839					
6.233333	0.27925	0.28264		0.33635				
6.235833			0.28278					
6.25	0.2798	0.28071		0.34014				
6.2525			0.2825					
6.266667	0.28035	0.28292		0.33856				
6.269167			0.28278					
6.283333	0.28229	0.28237		0.33887				
6.285833			0.28278					
6.3	0.27925	0.28126		0.343				
6.3025			0.28027					
6.316667	0.28091	0.28181		0.33982				
6.319167			0.28278					
6.333333	0.2754	0.28098		0.33824				
6.335833			0.28474					
6.35	0.28146	0.28514		0.33982				
6.3525			0.28418					
6.366667	0.28091	0.28626		0.33919				
6.369167			0.28278					
6.383333	0.28313	0.28403		0.33729				
6.385833			0.2853					
6.4	0.28396	0.28154		0.33824				
6.4025			0.28166					
6.416667	0.28285	0.28375		0.34109				
6.419167			0.28418					
6.433333	0.28648	0.28292		0.33761				
6.435833			0.28362					
6.45	0.28063	0.28459		0.34717				
6.4525			0.28502					
6.466667	0.28257	0.28738		0.33919				
6.469167			0.28474					
6.483333	0.27787	0.28209		0.33603				
6.485833			0.28362					
6.5	0.28285	0.28181		0.343				
6.5025			0.28502					
6.516667	0.28341	0.28654		0.34014				
6.519167			0.28558					
6.533333	0.28146	0.28292		0.33729				
6.535833			0.2839					
6.55	0.28091	0.28486		0.34268				
6.5525			0.2839					
6.566667	0.28118	0.28237		0.33887				
6.569167			0.28306					
6.583333	0.28257	0.2885		0.33761				
6.585833			0.28334					
6.6	0.28118	0.28598		0.34109				
6.6025			0.2853					
6.616667	0.28341	0.28906		0.33919				
6.619167			0.28502					
6.633333	0.28229	0.28292		0.34332				
6.635833			0.2853					
6.65	0.28146	0.28682		0.34396				
6.6525			0.28586					
6.666667	0.2848	0.28654		0.33666				
6.669167			0.28502					
6.683333	0.28424	0.28542		0.34332				
6.685833			0.2839					
6.7	0.2848	0.2899		0.34492				
6.7025			0.28868					
6.716667	0.28368	0.28794		0.3446				
6.719167			0.28446					
6.733333	0.28368	0.28486		0.33982				
6.735833			0.28614					
6.75	0.28368	0.28682		0.3475				
6.7525			0.28502					
6.766667	0.29099	0.28431		0.33792				
6.769167			0.2884					
6.783333	0.27897	0.2857		0.33824				
6.785833			0.28812					
6.8	0.27952	0.28738		0.33792				
6.8025			0.28586					
6.816667	0.27677	0.28264		0.33792				
6.819167			0.28614					
6.833333	0.27705	0.2832		0.34014				
6.835833			0.28671					
6.85	0.27622	0.28154		0.34141				
6.8525			0.28502					
6.866667	0.2724	0.28403		0.33541				
6.869167			0.2853					
6.883333	0.27295	0.28181		0.33572				
6.885833			0.28502					
6.9	0.2893	0.28626		0.33541				
6.9025			0.28558					
6.916667	0.27295	0.28459		0.33415				
6.919167			0.28418					
6.933333	0.27567	0.28237		0.33824				
6.935833			0.28558					
6.95	0.2765	0.28514		0.33887				
6.9525			0.28642					
6.966667	0.27732	0.28292		0.34077				
6.969167			0.28642					
6.983333	0.28424	0.28347		0.34236				
6.985833			0.28614					
7	0.27567	0.28486		0.33824				
7.0025			0.28446					
7.016667	0.27705	0.28375		0.33856				
7.019167			0.28727					
7.033333	0.27732	0.28654		0.33447				
7.035833			0.28783					
7.05	0.27787	0.28598		0.33666				
7.0525			0.28614					
7.066667	0.27485	0.28431		0.33824				
7.069167			0.28334					
7.083333	0.27485	0.28264		0.33887				
7.085833			0.28474					
7.1	0.27513	0.28071		0.33856				
7.1025			0.28727					
7.116667	0.27322	0.28682		0.33982				
7.119167			0.28502					
7.133333	0.27268	0.28682		0.33761				
7.135833			0.28558					
7.15	0.27295	0.28598		0.34077				
7.1525			0.28446					
7.166667	0.27376	0.2832		0.33635				
7.169167			0.28671					
7.183333	0.27677	0.2871		0.34236				
7.185833			0.28642					
7.2	0.27431	0.28542		0.33666				
7.2025			0.28868					
7.216667	0.28146	0.2857		0.34524				
7.219167			0.28586					
7.233333	0.27567	0.2857		0.34236				
7.235833			0.28783					
7.25	0.27622	0.28542		0.33792				
7.2525			0.28671					
7.266667	0.27787	0.28071		0.34014				
7.269167			0.28586					
7.283333	0.27567	0.2857		0.33856				
